,0
13657,Assembly 99H5045
13658,BEARING HOUSING INL A24-28 SPCL
13659,BEARING HOUSING DR A24-28 SPCL
13660,H ROTOR ASSY 24 CCW .75NOZ
13661,A24 SHP CCW TURBINE WHL MURRAY .75 NOZ
13662,TURBINE A24-28 PRESS DAM CCW NO OIL RING
13663,BEARING JOURNAL HS LWR CCW A24 PDA24-28
13664,BEARING JOURNAL HS UPR CCW A24 PDA24-28
13665,WWD GOVERNOR 505 18-32 VDC
13666,NOZ NO-255 EXP-3.41
13667,Assembly 99H5046
13668,Assembly 99H5059
13669,Assembly 99H5060
13670,Assembly 99H5061
13671,Assembly 99H5062
13672,Assembly 99H5063
13673,Assembly 99H5064
13674,Assembly 99H5065
13675,Assembly 99H5066
13676,3PC A24 RH 202 150RF03 6.0 B7 MP X-RAY
13677,2PC A24 RH 150 6.0 B7 MP WCB 0.75B X-RAY
13678,CASING INLET 24 6.0 202 WCB MP X-RAY NWR
13679,"CSG INL 24/28 6"" 0-150 WCB MPI X-RAY"
13680,CASING EXH A24 RH 202 10-150 MP XRAY NWR
13681,CSG EXH 24/28 RH 0-105 WCB MPI X-RAY
13682,COV TURB A24-28 202 WCB MP X-RAY NWR
13683,MOUNTING HOUSING DD AIR CYL PICKUP
13684,H ROTOR ASY 24 CCW .75 NOZ 403SS OMTR UT
13685,SHAFT A24-28 FLT 1144 OMTR UT SST SPRAY
13686,SHAFT A24-A28 FLT 1144 UT OMTR SST SPRAY
13687,Z WHEEL 24CCW SHPFLT FGD .75403B OMTR UT
13688,WHEEL A24 SHP/FLTFGD .75BRO 4140 OMTR UT
13689,WHEEL BLANK A24 4140 FDG CERTS UT
13690,CVB6 A24-28 202 DD TG 9PT MP NWR X-RAY
13691,VALVE BODY CVB6 WCB 600RF03 MP X-RAY NWR
13692,"BDY VLV COMBO 6"" WCB MPI X-RAY"
13693,SOLENOID MOUNTING CENELEC
13694,ACTUATOR BELLOFRAM S4FBPN
13695,ASCO SOLENOID VALVE 110VDC CENELEC
13696,Assembly 99H5067
13697,3PC A24 RH 202 HP2 300RF03 4.0 B7
13698,2PC A24 HP2 RH 202 300RF03 4.0
13699,BEARING HOUSING A24-A28 INL 6B RTD VEL
13700,BEARING HOUSING A24-A28 EXH 6B RTD VEL
13701,HOUSING MTG .62 3PU SOL IMO PUMP
13702,H ROTOR ASSY 24 CW .44 NOZ HP2
13703,PIPING OIL DRAIN 24 6CVB
13704,COUPLING LVJOY AL099 .50 X .875 IMO PUMP
13705,OIL PUMP IMO D3EBTC-87P
13706,FISHER REGULATOR 67AFR W/GAGE
13707,VELOCITY TRANSDUCER ASSY W-R # 793V-33
13708,LUBE OIL CONSOLE API 3RD 3 GPM
13709,LUBE OIL CONSOLE API 3RD SP PT
13710,Assembly 99H5074
13711,HSG BRG INL HP2 TPRPIN AP FOL RTD VEL VP
13712,HSG BRG EXH A24 TPRPIN AP VEL VP FOL RTD
13713,H ROTOR ASY 24 CCW .44NOZ 403SS STELLITE
13714,SHAFT ASSY A24 HP2 FLT 4140 VIB STELLITE
13715,SHAFT A24 HP2 FLT VIB STELLITE
13716,NOZZLE BLOCK A24 CCW .44 INSR
13717,CVB3 202 DD 3.00 H24 6PT MONEL STRAINER
13718,SCREEN STRAINER 3.00 MONEL
13719,VELOMETER BENTLY NEVADA EXPRF
13720,EJECTOR STEAM JET MODEL #4BL EVACTOR
13721,LUFKIN GEAR MODEL N1004C
13722,Assembly 99H5087
13723,3PC 24-28 LH HP 4-300RF MPI NWR
13724,CASING 24 LH HP 300RF WCB MPI NWR
13725,H ROTOR ASSY 24 CCW .44 NOZ HP2
13726,SHAFT ASSY A24 FLT 4140 HP2 UT CERT B&D
13727,SHAFT A24 FLT HP2 4140 UT W/CERT B&D
13728,Z WHEEL A24 FLT .44 BRO CCW 403UT CERT
13729,WHEEL TURBINE A24 FLAT UT CERT   .44 NOZ
13730,WHL BLANK A24 AISI 4140 ANNEALED W/CERTS
13731,NOZZLE BLOCK 99H5087
13732,DRAINS VLV 3PC A24 202 PG TEE 300RF03
13733,LEAKOFFS GLAND 24 HP2 FLANGED
13734,NIPPLE .75 X 6.00 80 TOE
13735,NIPPLE 3/4 X 3.0 SC-80 TOE A106
13736,Assembly 99H5092
13737,3PC 19 LH 202 HP2 300RF03 WCB NWR MPI
13738,CASING 19 LH 4X8 HBP NWR MPI
13739,CASING INLET A19 SPEC BLTG HBP NWR MPI
13740,CASING EXH A19 LH HBP 24 BOLT NWR MPI
13741,COVER A19 TURBINE HBP NWR MPI
13742,"BEARING HOUSING A19 EXH HBP 1/2"" RTD SPL"
13743,BEARING HOUSING A19 INL HBP SPL
13744,MOUNTING HSG GD .62 PU SOL MS KEY PROX
13745,H ROTOR 19 CW .44NZ 403SS BRO FLT HP2 BD
13746,Z WHEEL ASSY 19 FLT SPNC BRCH CW .44 HP2
13747,WHEEL 19HB FLAT SPNC BRCH
13748,NOZZLE BLOCK 99H5092-94
13749,GAUGE BOARD ASSEM 3 PRESS TACHTROL 3 WP
13750,VALVE BLEED 1/2 NPTF-M
13751,VALVE BLOCK 1/2 NPTF-3/4 NPTM
13752,GAUGEBOARD TACHTROL 2-3 WTHPRF
13753,FEED HDR OIL A19 HP2 GOV LH BTW SST
13754,DRAIN HDR OIL A19 HP2 GOV LH BTW SST
13755,TEE THERMOWELL 1.00 BTW SST
13756,TEE BTW 1.00 SC80 SST
13757,ADAPTER THERMOWELL .75 NPT SST
13758,CVB4 A19-28 202 GD TG PG 6PT HP2 NWR MPI
13759,TURBINE A19 CW HP2
13760,EVACTOR BLOWER CROLL REYNOLDS #3BL
13761,Assembly 99H5093
13762,Assembly 99H5094
13763,Assembly 99H5107
13764,H ROTOR ASSY B19 CW .44NOZ 403SS BRO SHP
13765,Z WHEEL ASSY 19 CW SHP .44NOZ 403SS
13766,CVB2X3 202 FISH 585 #25 RLHA19 4 PT
13767,ACTUATOR MTG CVB 2X3 FISHER
13768,Assembly 99H5108
13769,3PC 19 RH 202 4X8 150RF03 CPB
13770,HOUSING MTG GD SOL NO COP 2PU TOP&SIDE
13771,MOUNTING HOUSING GD
13772,H ROTOR ASSY 19 CW .44NOZ 403SS BRO SHP
13773,NOZZLE BLOCK 99H5108-11 CPB
13774,CVB 2X3 A19-28 202 GD TG 6PORT
13775,HARDWARE SECTOR 19 1PC 201/2 B7 CPB
13776,HUB CITY GEAR 2:1 W/PMP MTG 1&2 RFD
13777,Assembly 99H5109
13778,Assembly 99H5110
13779,Assembly 99H5111
13780,Assembly 99H5120
13781,3PC A19 RH 202 4X8 150FF03 WC6 CPB B16
13782,CASING H19 RH 202 4CVB CPB WC6 B16
13783,CASING EXH RH 19 WC6
13784,CASING INL 19 HP2 WC6 CPB
13785,H ROTOR B19 CW .44N 403SS BRO FLAT CL5&6
13786,Z WHEEL 19 CW FLT .44NOZ 403 BRO BHN 265
13787,WHEEL 19 FLAT .44NOZ 4140 BRO
13788,WHEEL BLANK 19 4140 250-290BHN
13789,NOZZLE BLOCK 99H5120 CPB
13790,CVB 2X3 19-28 202 TG 3 PORT CL6
13791,TURBINE B19 CL 5 & 6 DD
13792,Assembly 99H5123
13793,3PC HA24-28 RH WC6 150RF 4X10 PIPED DRNS
13794,2PC 24-28 RH 4.0 202 WC6 CPB
13795,CSG INL 24-28 4.0 WC6 CPB PIPED DRAINS
13796,CSG INL 24-28 4.0 CPB SPCL DRAINS WC6
13797,CASING EXH 24 RH 150 WC6 PIPED DRAINS
13798,CASING EXH 24 RH WC6 150FF WLD FLG DRAIN
13799,H ROTOR ASSY 24 CW .44NOZ S/FLT CLA 6 BD
13800,Z WHEEL ASSY A24 CW S/F .44 NOZ 403B FGD
13801,WHEEL A24 S/F .44 BRO FGD 4140
13802,WHEEL BLANK 24 4140-4150 FGD
13803,NOZZLE BLOCK 99H5123 CPB
13804,CVB3 GD 202 4PT PG CLASS6
13805,Assembly 99H5132
13806,H ROTOR ASSY 24 CW .56N 403S FLAT
13807,NOZZLE BLOCK 99H5132
13808,PPG INTCNG C/W W/VLV STE FLOW 24/28 SPCL
13809,VALVE-GATE JENK 8800 0.50
13810,Assembly 99H5133
13811,NOZZLE BLOCK 99H5133
13812,PPG INTCNG C/W W/VLV STE FLW RLHA19 SPCL
13813,Assembly 99H5134
13814,NOZZLE BLOCK 99H5134
13815,Assembly 99H5135
13816,NOZZLE BLOCK 99H5135
13817,Assembly 99H5136
13818,NOZZLE BLOCK 99H5136
13819,Assembly 99H5137
13820,NOZZLE BLOCK 99H5137
13821,Assembly 99H5138
13822,NOZZLE BLOCK 99H5138
13823,Z BOLT TRIP 30/60T 1471-2150 REPL BY 00
13824,Assembly 99H5140
13825,H ROTOR ASSY FLAT 24 CCW .75NOZ 403SSMIL
13826,Z USE W24A1EE3A1 - REVIEW SECTORS
13827,WHEEL A24 FLAT .75NOZ MILL BKT
13828,BUCKET MIL .75 SPNC 2ND 403SS
13829,BUCKET MIL .75 SPNC 1ST 403SS
13830,NOZZLE BLOCK 99H5140 A24 CCW
13831,GAUGEBOARD ASSY 3 PRESS PEAK 150
13832,GAUGEBOARD 3 PRESS GA IN LINE
13833,GAUGE BOARD PEAK 150 99H5140
13834,LUBE OIL SYSTEM ASSY RESERVOIR-HEAT EXCH
13835,LUBE OIL RESERVOIR ASSEMBLY LH
13836,CVB 4.0 DD 202 6PT 585 ACT SST SLEEVE
13837,TURBINE HA24-28 STD W/OIL LUBE PEDESTAL
13838,Assembly 99H5141
13839,NOZZLE BLOCK 99H5141 A24 CCW
13840,Z BOLT TRIP 30T 1150-1470 RLH REPL BY 00
13841,COLLAR O/S SIGNAL GEAR RLHA LOW SPD
13842,Assembly 99H5142
13843,NOZZLE BLOCK DRILLED 161 99H5142
13844,CVB6 A24-28 202 585 ACT 6PT SST SLEEVE
13845,Assembly 99H5150
13846,Assembly 99H5151
13847,Assembly 99H5153
13848,Assembly 99H5154
13849,Assembly 99H5169
13850,H ROTOR ASSY 24 CW FLT .75NOZ B-D SHAFT
13851,NOZZLE BLOCK 99H5169
13852,LUFKIN GEAR MODEL S600D
13853,Assembly 99H5170
13854,Assembly 99H5171
13855,Assembly 99H5174
13856,NOZZLE BLOCK 99H5174
13857,Assembly 99H5175
13858,NOZZLE BLOCK 99H5175
13859,Assembly 99H5176
13860,"NOZZLE BLOCK 99H5242,99H5176"
13861,Assembly 99H5177
13862,NOZZLE BLOCK 99H5177
13863,Assembly 99H5184
13864,CSG 3PC 24-28 202 WC6 CPB WELD DRAINS
13865,CSG 2PC HP2 RH 202 4.0-600 10.0-300 CPB
13866,CSG INLET A24-48 4.0 202 CPB WELD DRAINS
13867,H ROTOR ASSY B24 CCW FLT .44NOZ 403S HP2
13868,Z WHEEL 24 CCW FLT .44NOZ 403 BRO CL6
13869,WHEEL FLAT SPNC BRCH .44 NOZ
13870,NOZZLE BLOCK 99H5184 CPB
13871,DRAINS FLG VLV H24 3-4CVB CL6
13872,PIPING OIL FEED & DRAIN B24-28 SST
13873,STAND PIPE ASSY B24-28 SST WELD
13874,FLANGE SLP .50-150RF FSST 304
13875,DRAINS COMB 3.00 VLVD 600 B16 SST GKT
13876,CVB3 DD 202 6PT TG WC6 CL6
13877,TURBINE DD B24-28 HP2 106-150 CLASS 5-6
13878,Assembly 99H5189
13879,3PC 24LH4HP2300WC6DRNSB16 99H5189-0 ONLY
13880,2PC 24LH4HP2300WC6DRNSB16 99H5189-0 ONLY
13881,CASING A24-28 EXH 10.0 HP2 WC6 PROV DRNS
13882,CASING A24-28 INL 4.0 HP2 WC6 PROV DRNS
13883,CASING INL A24-28 4 HP2
13884,H ROTOR ASSY 24 CW .44 HP2 CL5 & CL6 B&D
13885,Z WHEEL ASSY A24 CW FLT .44NOZ 403 BRO
13886,NOZZLE BLOCK 99H5189 & 90 SA387
13887,HARDWARE SECTOR 24 2PC 201/2 B16
13888,CVB3 A24-28 202 CL6 585 ACT 6PT
13889,LUFKIN GEAR MODEL NM802C 99H5189-90
13890,Assembly 99H5190
13891,Assembly 99H5193
13892,H ROTOR ASY 24 CCW .56N 403 HP2 FLT UTWL
13893,Z WHEEL CCW .56 NOZ FLAT HA24 UTI
13894,WHEEL 24 FLAT .56 BRO 4140 UT
13895,"NOZZLE BLOCK 99H5193,99H5194"
13896,DRAINS FLGD 3PC 24-28 CVB3-4-6 300# EXH
13897,GAUGE BOARD 3P 1T DYNALCO XP ENCL
13898,PAINT RAL 7038 AGATE GRAY
13899,"PRESS GAUGE 0 - 160 PSI PSI/BAR, WIKA"
13900,"PRESS GAUGE 0-300 PSI PSI/BAR, WIKA"
13901,Assembly 99H5194
13902,Assembly 99H5195
13903,H ROTOR 19 CW .56NOZ 403BRO HP2 FLT UTWH
13904,WHL ASSY CW A19 FLT .56NOZ HP2 4140 UT
13905,WHEEL A19 FLT BRCH .56NOZ 4140 HP2 UT
13906,"NOZZLE BLOCK 99H5195,99H5196"
13907,DRANINS FLGD 3PC A19 202 CHEST PRES GAGE
13908,INTERCONN WATER COOLING W/LAGG
13909,Assembly 99H5196
13910,Assembly 99H5205
13911,H ROTOR ASSY B28 CW .56NOZ
13912,NOZZLE BLOCK 99H5205 B28
13913,Assembly 99H5206
13914,NOZZLE BLOCK 99H5206-07 B28
13915,Assembly 99H5207
13916,Assembly 99H5208
13917,H ROTOR ASSY B28 CW .56NOZ FLT HP2
13918,NOZZLE BLOCK 99H5208 B28
13919,Assembly 99H5234
13920,NOZZLE BLOCK 99H5234-38
13921,Assembly 99H5235
13922,Assembly 99H5236
13923,Assembly 99H5237
13924,Assembly 99H5238
13925,Assembly 99H5244
13926,H ROTOR ASSY B24 CW .56NOZ 403S S/F WHL
13927,NOZZLE BLOCK 99H5244
13928,Assembly 99H5257
13929,BEARING HOUSING A24 INL 6 BOLT OML
13930,BEARING HOUSING LWR INL A24 6 BOLT
13931,BEARING HOUSING A24-28 EXH 6 BOLT OML
13932,H ROTOR ASSY 24 CCW .75NOZ 403SS 0MTR
13933,SHAFT A24-28 FLT 3.0 EXT 4140 FGD CERTS
13934,WHEEL A24 FLT FGD 4140 .75 MIL MAT CERTS
13935,WHEEL BLANK FGD RLHA24 OMTR
13936,NOZZLE BLOCK 99H5257 A24 CCW
13937,PIPING OIL DRAIN 24-28 API 4TH LH 2 FLGS
13938,VALVE 4.0 SHORT CLAP N/P XYLON STUDS
13939,LINKAGE ASSY RESET 4CVB PURGE
13940,LEVER CLAPPER O/S PURGE
13941,TURBINE RLHA24-28 W/SPECIAL PEDESTAL
13942,PEDESTAL MOUNTING 24-28 IMO JSCR
13943,Assembly 99H5258
13944,Assembly 99H5259
13945,BEARING HOUSING B19 EXH TRICO AIR PURGE
13946,BEARING HOUSING B19 INL TRICO AIR PURGE
13947,HOUSING MTG RLH DD 2PU M12X1 SOL/CEN CYL
13948,MTG HSG DD (2) M12X1 MP AIR CYLINDER
13949,H ROTOR ASSY B19 CCW .44N 403SS BRO FLAT
13950,NOZZLE BLOCK 99H5259 B19 CCW
13951,GAUGE BOARD 5 GAUGE / MTL TACH
13952,GAUGEBOARD 2 TEMP GA 600A02 TYPE
13953,GAUGEBOARD START/STOP & EMER STOP SWITCH
13954,VALVE PNEUMATIC AUTO-START 3.0
13955,"SOLENOID VALVE, CENELEC ENERGIZE TO VENT"
13956,ASHCROFT TEMPERATURE GAUGE 0-400 DEG C
13957,ASHCROFT PRESSURE GAUGE 0-300 PSIG DUAL
13958,ASHCROFT PRESSURE GAUGE 0-160 PSIG DUAL
13959,"THERMOWELL 1.5""-150# RF FLANGE 3"" DEPTH"
13960,Assembly 99H5260
13961,H ROTOR ASSY B19 CW .56NOZ 403SS BRO SHP
13962,NOZZLE BLOCK 99H5260-63 19 CW
13963,Assembly 99H5261
13964,ROTOR ASSY B19 CW .56NOZ   4840 rpm
13965,Assembly 99H5262
13966,Assembly 99H5263
13967,Assembly 99H5264
13968,"NOZZLE BLOCK 99H5264,65 CW B19"
13969,Assembly 99H5265
13970,Assembly 99H5266
13971,"NOZZLE BLOCK 99H5266,67 CW B19"
13972,Assembly 99H5267
13973,Assembly 99H5271
13974,Assembly 99H5272
13975,Assembly 99H5273
13976,Assembly 99H5276
13977,Assembly 99H5277
13978,Assembly 99H5280
13979,H ROTOR B19 CW .56 403 BRO FLAT 4140SFT
13980,NOZZLE BLOCK 99H5280 B19 CW
13981,Assembly 99H5293
13982,H ROTOR ASSY B19 CW .75NOZ 403SS BRO SHP
13983,Z WHEEL ASSY 19 CW SHP .75NOZ 403
13984,NOZZLE BLOCK 99H5293 B19 CW .75 264
13985,Assembly 99H5294
13986,H ROTOR B19 CCW .44 403BRO FLT 4140 SHFT
13987,NOZZLE BLOCK 99H5294 CCW .44 NOZ
13988,Assembly 99H5297
13989,NOZZLE BLOCK 99H5297 B24
13990,Assembly 99H5300
13991,ROTOR ASSY 14 CCW SHAPED .38/.44NOZ
13992,Z WHEEL H14 CCW SHP .38/.44 NOZ 5/8 BRCH
13993,WHEEL SHAPED H14 .62BRO .44NOZ
13994,NOZZLE BLOCK 99H5300 H14 CCW .38/.44 288
13995,SOLENOID TRIP RLH14
13996,DRAINS FLGD 3PC H14
13997,NIPPLE .50 X 8.75LG SC80 STL
13998,NIPPLE 1/2 X 13 SCH80
13999,BOLT TRIP COLLAR ASSY H14 4251-5778RPM
14000,DRAINS FLGD H14 O/S THROT
14001,TACH VIB REED STANDCO 1ROW 4250-5750 RPM
14002,Assembly 99H5302
14003,NOZZLE BLOCK 99H5302 B24 .75 NOZ CW
14004,Assembly 99H5304
14005,NOZZLE BLOCK 99H5304 B19 CW
14006,Assembly 99H5306
14007,H ROTOR ASSY 24 CW FLT .75NOZ BD SFT HP2
14008,NOZZLE BLOCK DRILLED (13)#166 99H5306
14009,PIPING OIL FEED 24 SHAFT END 3RD HP2
14010,PIPING OIL DRAIN HP2 CVB4-6 API3 SFT END
14011,NIPPLE 1.00 X 6.00 SC80 TOE SEAMLESS
14012,CVB6 A24-28 202 DD 9PT PROV FOR ACT
14013,Assembly 99H5307
14014,H ROTOR ASSY 28 CW .75BRO 4140B-D SHP/FL
14015,NOZZLE BLOCK 99H5307 28 .75 NOZ CW
14016,Assembly 99T5011
14017,ROTOR ASSY 22L-23L CCW 4140SHF
14018,Z SHAFT ASSY 22-23L 4140 use-05
14019,SHAFT 4140 HT
14020,COVER RLA 22L-23L CCW 201-202
14021,Assembly 99T5013
14022,BODY VALVE THRT 3.00 600RF
14023,ROTOR ASSY 23L CCW 4140 OMTR SHP
14024,WHEEL ASSY 22-23L DI CCW OMTR
14025,PIPING WATER COOLING
14026,COVER 22-23L CCW WCB MPI NWR
14027,COVER 22L 202 WCB MPI NWR
14028,CASING RLA22L-23L RH 202 CCW
14029,Assembly 99T5017
14030,Assembly 99T5018
14031,COVER RLA RLVA 20L CCW 200
14032,Assembly 99T5019
14033,COVER RLA16L CW 201/202 .38NOZ
14034,Assembly 99T5020
14035,Assembly 99T5027
14036,Assembly 99T5031
14037,COVER RLA RLVA 16E CCW 201-202
14038,CASING 202 RLVA16L 150FF02
14039,Assembly 99T5035
14040,Assembly 99T5036
14041,Z SHAFT ASSY 16-20L C1144REP BY210712306
14042,O/S TRIP 16E 2.00-250FF 200
14043,Assembly 99T5037
14044,Assembly 99T5038
14045,Assembly 99T5039
14046,Assembly 99T5043
14047,COVER RLA-RLVA16E CW 200
14048,Assembly 99T5044
14049,ROTOR ASSY V16E-L CCW 364 TSC
14050,SHAFT V16-20 A/C THR 364 TSC
14051,TURBINE V16L 202 0-60PSI C THR OML
14052,PLATE ADAPTER NEMA 364-365 TSC VA20L
14053,RD PL STK 2.250 X 17.00 DIA STL
14054,Assembly 99T5047
14055,Assembly 99T5048
14056,Assembly 99T5049
14057,Assembly 99T5050
14058,Assembly 99T5052
14059,Assembly 99T5053
14060,Assembly 99T5054
14061,Assembly 99T5055
14062,Assembly 99T5056
14063,Assembly 99T5057
14064,Assembly 99T5070
14065,MOUNTING HOUSING RLA23E GD
14066,COVER 23E CW 201/202 600FF
14067,CVB4  23E 3PT PG HUB CITY
14068,ROT 23E 202 CW 5PC
14069,TURBINE 0-105PSI GD W/HUB-CITY
14070,WDWD GOVERNOR PG-PL 29 FTLB
14071,GEAR REDUCER
14072,Assembly 99T5071
14073,COVER RLA-RLVA16E CW 201/202
14074,Assembly 99T5072
14075,COVER 12M/12L CCW 200
14076,Assembly 99T5075
14077,COVER RLA RLVA 16L 200 CCW .38 NOZ
14078,Assembly 99T5076
14079,Assembly 99T5077
14080,Assembly 99T5078
14081,COVER RLA16L CCW 201/202 .38NZ
14082,PRESSURE SWITCH & SIPHON MTD. ON COVER
14083,STEAM PRESSURE SWITCH CENELEC CERTIFIED
14084,Assembly 99T5079
14085,Assembly 99T5080
14086,Assembly 99T5081
14087,Assembly 99T5082
14088,Assembly 99T5085
14089,Assembly 99T5088
14090,Assembly 99T5090
14091,ROTOR ASSY 20L CW DI WHL 4140 SHF
14092,Assembly 99T5091
14093,Assembly 99T5095
14094,OVERSPEED TRIP 16L 201-202 NWR W/SEAT
14095,O/S VLVBODYw/SEAT12L-16L 1.5-600RF03 NWR
14096,O/S VLVBODYW/SEAT12L-16L 1.5-600RF03 NWR
14097,COVER 99T5095
14098,DRAIN EXHAUST CSG .75-150RF
14099,DRAIN O/S TRIP FLGD .75-600RF/02
14100,CASING 16L-16E RH 202 150RF03 NWR
14101,Assembly 99T5096
14102,Assembly 99T5097
14103,Assembly 99T5098
14104,Assembly 99T5099
14105,ROTOR ASSY 16L CCW SPECIAL METAL SPRAY
14106,SHAFT ASSY SPECIAL METAL SPRAY
14107,SHAFT SPECIAL METAL SPRAY
14108,LEAKOFFS 16L-E STRIP THROT FLGD 300RF
14109,FLANGE SOC .50-300RF FST
14110,LEAKOFFS FLANGED GLAND HSG 300RF
14111,PLUG ZINC CORROSION INHB ANODE 3/8NPT
14112,Assembly 99T5100
14113,COVER 16L 200 CW .38 NOZ
14114,Assembly 99T5103
14115,BEARING HOUSING ASSY CSG END
14116,PLUG RL16/20 BRG HOUSING ASSY
14117,BEARING HOUSING ASSY COV END
14118,COVER RLA16L CCW 201/202 .38NZ WC6
14119,DRAIN FLGD EXH 3/4-150 RF ISO VLV LPI
14120,LUBRICATION OML PIPED W/FLG RLA16E-20L
14121,ADAPTER F SWG .25T X .50P STL S-4-TA-7-8
14122,CASING 16E LH 150 RF STL LAG WCB
14123,Assembly 99T5104
14124,THROTTLE A/V22L 2.50 WC6
14125,COVER 22L 23L CCW 201/202 WC6
14126,DRAIN FLGD EXH 3/4-150RF ISO VLV LPI
14127,LUBRICATION OML PIPED W/FLG RLA22-23L
14128,Assembly 99T5105
14129,BEARING HOUSING CSG END
14130,ROTOR ASSY 22L-23L CCW HVY SHFT  2178RPM
14131,SHAFT ASSY 22-23LH 4140HT
14132,SHAFT RLA23LH
14133,WHEEL ASSY 22LH-23EH CCW
14134,Assembly 99T5106
14135,Assembly 99T5112
14136,Assembly 99T5113
14137,COVER 99T5113
14138,LUBRICATION 23E TRICOS VELOMETER PROV
14139,BEARING HOUSING COV END OML PURGE
14140,BEARING HOUSING CSG END OML PURGE
14141,CASING 23E RH S 5PC
14142,Assembly 99T5114
14143,THRT VALVE BODY ASSY 20 1.25 F4
14144,Assembly 99T5116
14145,Assembly 99T5119
14146,Assembly 99T5122
14147,ROTOR V23E CW A/CIRC-5W483X2.001TIRC1144
14148,"SHAFT V23EA/C444,5VP/HP404,5HPHC1144.001"
14149,COVER 99T5122 23E
14150,LEAKOFF GLAND FLGD RLVA23L 125-200 AARH
14151,Assembly 99T5124
14152,Assembly 99T5126
14153,ROTOR ASSY 12L CW SPCL SHAFT EXT
14154,SHAFT ASSY V12 SPCL EXT ING-RAND 302879
14155,KEY MORTON HP 404
14156,COVER 12M/12L CW 200
14157,Assembly 99T5127
14158,OVERSPEED TRIP 16E WC6 W/SS SEAT
14159,O/S TRIP VALVE BODY ASSY 2.00-600RF03
14160,BODY VLV O/S TRIP 2.0 600RF03
14161,ROTOR ASSY 16E-16L CCW 4140 WHL SSTL SHF
14162,SHAFT ASSY 16/20L 416SST TUNG MET SPRAY
14163,SHAFT RLA16/20L 416 SST METAL SPRAY
14164,ROUND STK 2.750 SST // ***MUST BE PICKED FROM STOCKROOM***
14165,COVER 99T5127
14166,ROTATION 16E-16L 202 CCW SS SECTOR
14167,SECTOR RLA16L CCW SST .75 BKT
14168,SECTOR ASSEMBLY RLA16L .75BKT SST
14169,SECTOR RING MACHINED RLA16L/E SST
14170,SECTOR RING BLANK RLA16L/E 410 SS
14171,Assembly 99T5128
14172,Assembly 99T5129
14173,Assembly 99T5131
14174,ROTOR ASSY 16L CW SS SPRY SHFT GLND AREA
14175,COVER 99T5131
14176,Assembly 99T5143
14177,COVER 99T5143 16L
14178,Assembly 99T5144
14179,COVER 99T5144-5 16L
14180,Assembly 99T5145
14181,Assembly 99T5146
14182,COVER 99T5146
14183,THROTTLE 16L 202 1.25VLV 1.5-600RF NWR
14184,THROTTLE 16L 202 1.25V 1.5-600RF NWR
14185,LUBRICATION OMPL PIPED RLA16E-20L D/BOTT
14186,Assembly 99T5147
14187,COVER 99T5147
14188,THROTTLE 16E 201/202 2.00 600 RF NWR
14189,CASING 20L LH 202 CCW 150RF03 JKSCR NWR
14190,CASING 20 LH WCB NWR
14191,Assembly 99T5148
14192,COVER 99T5148
14193,Assembly 99T5149
14194,COVER 99T5149
14195,PIPING GLAND SEAL VAC EXH SP
14196,Assembly 99T5156
14197,COVER 99T5156
14198,Assembly 99T5158
14199,ROTOR V22L CW 444-5VP/HP404-5HPH SPRSHFT
14200,SHAFT V22-23L A/C C1144 444-5VP/HP SSTSP
14201,ROUND STK 3.000 CDS // ***MUST BE PICKED FROM STOCKROOM***
14202,COVER 99T5158
14203,THROTTLE 200 2.00 VLV 250FF VERTICAL
14204,ROTATION V22-3L CW 200 0-11 180DEGROTCOV
14205,CASING V22L-23L CW 200 3PC 180 DEG ROT
14206,Assembly 99T5162
14207,COVER 99T5162 00T6124
14208,Assembly 99T5163
14209,COVER 99T5163
14210,PIPING WATER COOL VLVD 12L-M
14211,DRAIN FLANGED EXHAUST .75-300/03 RLA12L
14212,Assembly 99T5164
14213,COVER 99T5164
14214,CASING 12 RH CCW JKSCREWS 202
14215,Assembly 99T5165
14216,ROTOR ASSY 23E CW DI WHL NO CHROME SHAFT
14217,SHAFT TURB RLA NO CHROME/CRANE SEALS 23E
14218,SHAFT TURB NO CHROME/CRANE SEALS 23E
14219,"COVER 99T5165,66 23E MPI"
14220,CVB4 23E 201/202 DD 4PT MPI
14221,TURBINE 23E DD 0-165PSI CRANE SEALS
14222,SEAL MECH CRANE T-28ST CCW 22-23L
14223,SEAL MECH CRANE T-28ST CW 22-23L
14224,Z BOLT TRIP 30T 2151-2800 REPL BY 03
14225,CASING 23E RH 202 CW 5PC JSCR 150FF03 MP
14226,Assembly 99T5166
14227,Assembly 99T5167
14228,ROTATION 200 CW RLVA12L-M ROTATE EXH 180
14229,COVER 99T5167 12L
14230,TURBINE 200 wtr 0-105PSI C THR VA12L-12M
14231,CASING TURBINE V12L CI CW 180 ROT EXH
14232,Assembly 99T5168
14233,COVER 99T5168 12L
14234,Assembly 99T5178
14235,COVER 99T5178 16L
14236,NOZZLE 54-16E
14237,Assembly 99T5179
14238,Assembly 99T5180
14239,Assembly 99T5181
14240,COVER 99T5181 12L
14241,Assembly 99T5182
14242,ROTOR V16 CW 4140WL 182-286VP/HP .001TIR
14243,SHAFT A16-20 182-286VP/HP .001TIR INP
14244,SHAFT V16 143-184LP/182-286VP.001TIR INP
14245,COVER 99T5182 16L
14246,YOKE W/FLANGE 284/286HP-VP INPRO
14247,Assembly 99T5183
14248,THROTTLE V16L 1.25 200
